session_id,session_type,session_description,session_track,session_room,start_session,end_session,presentation_LastName,presentation_FirstName,presentation_authors,presentation_title,start_presentation,end_presentation
session_0000197100_0,Parallel Session - NORTH Building,"Media Effects: Knowledge, Perceptions, & Attitudes",Political Communication,Aulaen (NORTH Building),2022-10-21T11:00:00,2022-10-21T12:30:00,Baden,Christian,"C. Baden1, M. Overbeck1, E.R. Amit-Danhi1, T. Aharoni1, K. Tenenboim-Weinblatt1.1The Hebrew University of Jerusalem, Department of Communication and Journalism, Jerusalem, Israel.",What are the chances? How media coverage and intrinsic tendencies shape voters’ probabilistic estimates about candidates’ electoral prospects in the two-round 2022 French presidential elections,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197100_0,Parallel Session - NORTH Building,"Media Effects: Knowledge, Perceptions, & Attitudes",Political Communication,Aulaen (NORTH Building),2022-10-21T11:00:00,2022-10-21T12:30:00,Glogger,Isabella,"I. Glogger1, A. Shehata1, M. Djerf-Pierre1, M. Zuiderveld2, F. Hedenus3, C. Åhrén4.1Göteborgs Universitet, Institutionen för journalistik- medier och kommunikation JMG, Göteborg, Sweden.2Södertörns Högskola, Institutionen för Samhällsvetenskaper, Stockholm, Sweden.3Chalmers Tekniska Högskola, Department of Space- Earth and Environment- Physical Resource Theory, Göteborg, Sweden.4Göteborgs Universitet and Swedish Strategic Program against Antimicrobial Resistance Strama- Region Västra Götaland, Institute of Biomedicine- Department of Infectious Diseases and Centre for Antibiotic Resistance Research CARe, Göteborg, Sweden.",The role of pre-existing beliefs in news framing effects,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000197100_0,Parallel Session - NORTH Building,"Media Effects: Knowledge, Perceptions, & Attitudes",Political Communication,Aulaen (NORTH Building),2022-10-21T11:00:00,2022-10-21T12:30:00,Ekström,Mats,"M. Ekström1, A. Shehata1, E. Östlund1.1University of Gothenburg, Dep of Journalism- Media and Communication, Gothenburg, Sweden.",News frames and the activation of authoritarian predispositions,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Monclus,Belen,"","",,
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Paiva,Ana Sofia,"A.S. Paiva1, R. Morais2.1New University of Lisbon, Icnova - Communication Institute of Nova, Lisbon, Portugal.2University of Beira Interior/IADE-European University, LabCom - Communication and Arts, Covilhã, Portugal.",Mapping the maps: what the world sounds like and how these tools can be applied to radio and sound content,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Legorburu,José M.,"J.M. Legorburu1, C. Edo2, E. García de Torres3, J. Yunquera4, S. Martínez5.1CEU San Pablo, Audiovisual Journalism, Madrid, Spain.2Complutense University, Journalism and Global Communication, Madrid, Spain.3CEU Cardenal Herrera, Journalism, Valencia, Spain.4Carlos III University, Journalism, Madrid, Spain.5Open University of Catalonia, Journalism, Barcelona, Spain.",Newspapers´ strategies to increase audience reach: from alerts and newsletters to the rise of podcast,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Ribes,Xavier,"X. Ribes1, B. Monclus1, M. Gutierrez1, J.M. Marti1.1Autonomous University of Barcelona, Audiovisual Communication, Bellaterra, Spain.",Innovation and development of the sound digital perimeter in the public talk radio stations in Spain and Catalonia,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Lindeberg,Aura,"A. Lindeberg1.1Tampere University, Faculty of Information Technology and Communication Sciences- The Communication Sciences Unit, Tampere, Finland.",Digital strategies and third-party platforms - How Nordic PSMs are reframing their audio strategies to fit the future,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000197110_0,Parallel Session - NORTH Building,Facing the Future: Strategies for the Digital Context,Radio and Sound,1410-038,2022-10-21T11:00:00,2022-10-21T12:30:00,Strand,Rebecca Nedregotten,"R.N. Strand1.1University College of Volda, Media, Volda, Norway.","The unfulfilled potential of the radio archives. Developing the prototype ""Pastfinder"": Location based digital interpretation in vulnerable landscapes.",2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Siitonen,Marko,"","",,
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Heiden,Lydia,"L. Heiden12, B. Ursi13, A. Basille45.1UMR 5191 ICAR lab, Interactions- Cognitions, Lyon, France.2Université Lumière Lyon 2, Linguistics, Lyon, France.3CNRS, LabEx ASLAN, Lyon, France.4UMR 5205 LIRIS lab, SICAL research group, Lyon, France.5Université Jean Moulin Lyon 3, Computer Science, Lyon, France.",Building a corpus of collaborative video gaming interactions for studying soft skills: from applied collaborative research to societal impact,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Phelps,Andrew,"A. Phelps12, D. Rusch3.1American University, Game Center, Washington, USA.2University of Canterbury, Human Interface Technology Lab NZ, Christchurch, New Zealand.3Uppsala University, Game Design, Gotland, Sweden.",Games for personal growth: Redefining notions of impact and design towards individual transformation,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Grünkorn,Juliane,"J. Grünkorn1, M. Verhovnik-Heinze2.1Leibniz Institute for Research and Information in Education, Communication Department, Frankfurt am Main, Germany.2Leibniz Institute for Research and Information in Education, Communication Department / Department of Education and Human Development, Frankfurt am Main, Germany.","""How do we want to learn in the future?"" Process evaluation of the participatory development of a serious game with schoolchildren",2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Gómez-García,Salvador,"S. Gómez-García1, T. de la Hera Conde-Pumpido2, R. Glas3, J. van Vught3.1University of Valladolid, Research Group in New Trends in Communication NUTECO, Valladolid, Spain.2Erasmus University Rotterdam, Media and Communication, Rotterdam, Netherlands.3Utrecht University, Media and Performance Studies, Utrecht, Netherlands.",Fake News Games: Digital literacy games used to foster digital literacy information,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000197120_0,Parallel Session - NORTH Building,Impact and learning in and around games,Digital Games Research,1412-229,2022-10-21T11:00:00,2022-10-21T12:30:00,Park,Solip,"S. Park1.1Aalto University School of Arts- Design- and Architecture, Department of Arts & Media, Espoo- Finland, Korea Republic of.",Comic-making as a method to impact digital game research: Integrating comic-based research on qualitative longitudinal research of game developers’ experience,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Mathieu,David,"","",,
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Stehle,Helena,"H. Stehle1, H. Detel2, N. Podschuweit3, I. Engelmann4, C. Wilhelm5.1University of Münster, Department of Communication, Münster, Germany.2University of Tübingen, Institute of Media Studies, Tübingen, Germany.3University of Erfurt, Department of Media and Communication Studies, Erfurt, Germany.4University of Jena, Institute of Communication Science, Jena, Germany.5University of Vienna, Department of Communication, Vienna, Austria.",The impact of violated audience expectations in the journalism-audience interaction: A theoretical modeling,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Salonen,Margareta,"M. Salonen1, M. Villi1, K. Talvitie-Lamberg1, T. Uskali1, M. Juha2, K. Minna1, E. Veera1.1University of Jyväskylä, Department of Language and Communication Studies, University of Jyväskylä, Finland.2University of Jyväskylä, School of Business and Economics, University of Jyväskylä, Finland.",Ethical use of audience data: How to support confidence in the use of audience data in news media?,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Kümpel,Anna Sophie,"A.S. Kümpel1, L. Anter1, J. Unkel2.1TU Dresden, Institute of Media and Communication, Dresden, Germany.2LMU Munich, Department of Media and Communication, Munich, Germany.",What does “being informed” mean? Assessing social media users’ self-concepts of informedness,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Weidmueller,Lisa,"L. Weidmueller1, K. Etzrodt1, S. Engesser1.1TU Dresden, Institute of Media and Communication, Dresden, Germany.",When the gate to news is auditory: Intelligent voice-based agents as information intermediaries,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000196640_0,Parallel Session - SOUTH Building,"New, data and audiences",Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Mihelj,Sabina,"S. Mihelj1, V. Stetka1, F. Toth1.1Loughborough University, Communication and Media, Loughborough, United Kingdom.",News consumption and the normative foundations of media trust in polarized environments,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000196950_0,Parallel Session - SOUTH Building,"Online harassment, gender and delegitimation in journalism","Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Shapovalova,Valentyna,"","",,
session_0000196950_0,Parallel Session - SOUTH Building,"Online harassment, gender and delegitimation in journalism","Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Gober,Greta,"G. Gober1.1Warsaw University, Faculty of Journalism- Information and Book Studies, Warsaw, Poland.",The visibility-invisibility paradox: investigation into organizational responses to online harassment of female journalists in Sweden and Poland,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196950_0,Parallel Session - SOUTH Building,"Online harassment, gender and delegitimation in journalism","Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Pater,Monika,"M. Pater1.1Universität Hamburg, Journalism and Mass Communication, Hamburg, Germany.",Language – a problematic ‘tool of trade’: Guidelines for diverse linguistic practices in German journalism,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196950_0,Parallel Session - SOUTH Building,"Online harassment, gender and delegitimation in journalism","Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Sampaio-Dias,Susana,"S. Sampaio-Dias1, M.J. Silveirinha2, B. Garcez2, J. Miranda2, B. Dias2, C. Cerqueira3.1University of Portsmouth, School of Film Media and Communication, Portsmouth, United Kingdom.2Universidade de Coimbra, Dep. Philosophy- Communication and Information, Coimbra, Portugal.3Universidade Lusofona, Lusófona University, Porto, Portugal.",From “My wife can get your eyebrows done” to “You should be raped”: Women journalists and online harassment,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196950_0,Parallel Session - SOUTH Building,"Online harassment, gender and delegitimation in journalism","Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Belluati,Marinella,"M. Belluati1, F. Tampone2.1University of Turin, Cultures- Political and Society, Turin, Italy.2University of Turin, Cultures- Politics and Society, Torino, Italy.",Gender equality and proximity. The value of local information,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Wheatley,Dawn,"","",,
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Mayerhöffer,Eva,"E. Mayerhöffer1, A. Heft2.1Roskilde University, Department of Communication and Arts, Roskilde, Denmark.2Freie Universität Berlin, Weizenbaum Institute for the Networked Society, Berlin, Germany.","Right topic, right source? Source variety in right-wing alternative news media across diverse topics",2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Vogler,Daniel,"D. Vogler1, L. Udris1.1University of Zurich, fög - Research Center for the Public Sphere and Society / Department of Media and Communication Research, Zurich, Switzerland.","Do news agencies shape the news? A longitudinal study of different media types in German-, French- and Italian-speaking Switzerland 2011-2021",2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Malling,Milda,"M. Malling1.1Södertörn university- Sweden, Journalism, Huddinge, Lithuania.","When the ""social"" complements, overlaps or replaces the ""professional"". Informal cooperation between journalists and their sources in the political news beat",2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Baumgartner,Antonia,"A. Baumgartner1, P. Schönhagen1.1University of Fribourg, Department of Communication and Media Research DCM, Fribourg, Switzerland.",How can ordinary citizens impact journalistically mediated public discourse?,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000196960_0,Parallel Session - SOUTH Building,Journalism and its sources,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Ross Arguedas,Amy,"A. Ross Arguedas1, S. Badrinathan1, C. Mont’Alverne1, B. Toff1, R. Fletcher1, R.K. Nielsen1.1University of Oxford, Reuters Institute for the Study of Journalism, Oxford, United Kingdom.","Judging sources, judging information: An inductive analysis of how people navigate the online media environment",2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000196970_0,Parallel Session - SOUTH Building,Journalistic role conceptions,Journalism Studies,1253-211 Merethe Barker aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Lauk,Epp,"","",,
session_0000196970_0,Parallel Session - SOUTH Building,Journalistic role conceptions,Journalism Studies,1253-211 Merethe Barker aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Tomaz,Tales,"T. Tomaz1, J. Trappel1.1University of Salzburg, Media Policy and Media Economics, Salzburg, Austria.",More continuities than changes in news media: comparing structural conditions for the fulfilment of democratic roles in 9 countries between 2011 and 2021,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196970_0,Parallel Session - SOUTH Building,Journalistic role conceptions,Journalism Studies,1253-211 Merethe Barker aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Jangdal,Lottie,"L. Jangdal1.1Mid-Sweden university, Media and communication, Sundsvall, Sweden.",A role model: Four perspectives for hyperlocals in the local media ecology,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196970_0,Parallel Session - SOUTH Building,Journalistic role conceptions,Journalism Studies,1253-211 Merethe Barker aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Bro,Peter,"P. Bro1.1University of Southern Denmark, Centre for Journalism, Odense M., Denmark.",Roles of journalism researchers: scholarly responsibilities and influencing factors,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196970_0,Parallel Session - SOUTH Building,Journalistic role conceptions,Journalism Studies,1253-211 Merethe Barker aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Leicht,Linda,"L. Leicht1, R. Strohmeier1, A. Sehl1, S. Kretzschmar1.1Universität der Bundeswehr München, Institute of Journalism, Neubiberg, Germany.",Journalistic role perceptions and role performances in polarized conflicts: A cross-sectional and cross-national study,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Oliveira,Evandro,"","",,
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Lis Zeler,Ileana,"I. Lis Zeler1, I. Ruiz-Mora2, A. Oliveira3.1Autonomous University of Barcelona, Department of Advertising- Public Relations and Audiovisual Communication, Bellaterra, Spain.2University of Malaga, Department of Audiovisual Communication and Advertising, Malaga, Spain.3University of Girona, Department of Philology and Communication, Girona, Spain.",The role of women in PR. A critical analysis of the Spanish academia,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Folena,Camilla,"C. Folena1, L. D'ambrosi2, G. Ducci1, A. Lovari3.1University of Urbino Carlo Bo, Department of Communication Sciences- Humanities and International Studies, Urbino, Italy.2University of Macerata, Department of Political Science- Communication and International Relations, Macerata, Italy.3University of Cagliari, Department of Political and Social Sciences, Cagliari, Italy.",The gender sensitive approach in public sector communication: the impact of digital storytelling strategies in Italian municipalities,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Bernet,Laura,"L. Bernet1, S. Marschlich1.1University of Zurich, Department of Communication and Media Research, Zurich, Switzerland.",Corporate political advocacy and gender equality: How informing and mobilizing message strategies influence corporate reputation,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Brotzer,Ramon,"R. Brotzer1, S. Culum1, J. Vetterli1.1University of Zurich, Department of Communication and Media Research, Zurich, Switzerland.",Integrated reporting on diversity management – Overarching themes and the underlying understanding of diversity within the annual reports of the 20 SMI companies,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000196980_0,Parallel Session - SOUTH Building,Diversity & Gender,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-21T11:00:00,2022-10-21T12:30:00,Kalberer,Jacqueline Marlies,"J.M. Kalberer1, L. Bernet1, F. Ceka1, G. Thiraviyanathan1, N. Strauss1.1University of Zurich, Department of Communication and Media Research, Zurich, Switzerland.",Diversity and inclusion in the recruitment process: job advertisements as a means of reputation management,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Szulc,Lukasz,"","",,
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Kennedy,Helen,"H. Ditchfield1, H. Kennedy1, S. Oman2.1University of Sheffield, Sociological Studies, Sheffield, United Kingdom.2University of Sheffield, Information School, Sheffield, United Kingdom.",Finding the sweet spot and listening to tangents: how to understand people’s reflections on data uses,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Ahlborn,Juliane,"J. Ahlborn1, J. Stricker1, D. Verständig1.1Otto-von-Guericke University of Magdeburg, Faculty of Humanities, Magdeburg, Germany.",Decoding Datafication: Media educational approaches in communicating the complexity of digital data and data infrastructures,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Drueeke,Ricarda,"R. Drueeke1, C. Peil1.1University of Salzburg, Department of Communication, Salzburg, Austria.",Smart farming. Datafication and everyday life in the countryside,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Nguyen,Dennis,"D. Nguyen1, R. Al-Othmani2.1Utrecht University, Media and Culture Studies, Utrecht, Netherlands.2University of Applied Science Utrecht, Institute for Media, Utrecht, Netherlands.","""Public values should be leading!"" Data professionals' views on the challenges of value-driven data practices and critical data literacy in the public sector",2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000196990_0,Parallel Session - EAST Building,Data and Datafication,Digital Culture and Communication,1324-011 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Zakharova,Irina,"I. Zakharova1.1University of Bremen, ZeMKI- Centre for Media- Communication & Information Research & Institute for Information Management Bremen ifib, Bremen, Germany.",Understanding data studies: rethinking research on datafication conceptually and methodologically,2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000197000_0,Parallel Session - EAST Building,Conspiracy and (Fake) News,Digital Culture and Communication,1324-025 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Divon,Tom,"","",,
session_0000197000_0,Parallel Session - EAST Building,Conspiracy and (Fake) News,Digital Culture and Communication,1324-025 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Wiggins,Bradley,"B. Wiggins1.1Webster Vienna Private University, Media Communications, Vienna, Austria.",'Nothing Can Stop What's Coming': An Analysis of the Conspiracy Theory Discourse on 4chan's /Pol Board,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000197000_0,Parallel Session - EAST Building,Conspiracy and (Fake) News,Digital Culture and Communication,1324-025 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Ballesteros-Herencia,Carlos,"C. Ballesteros-Herencia1, S. Gómez-García2.1Universidad de Valladolid, Department of History- Journalism and Advertising, Valladolid, Spain.2Universidad de Valladolid, Communication, Valladolid, Spain.",Ludic Engagement in Digital Journalism. Engagement strategies in Newsgames developed by Media.,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000197000_0,Parallel Session - EAST Building,Conspiracy and (Fake) News,Digital Culture and Communication,1324-025 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Bruns,Axel,"A. Bruns1, E. Dehghan1, F.V. Münch2.1Queensland University of Technology, Digital Media Research Centre, Kelvin Grove, Australia.2Leibniz-Institute for Media Research - Hans-Bredow-Institut HBI, Media Research Methods Lab MRML, Hamburg, Germany.",News-Sharing Practices over Time: Is There an Impact from Growing Polarisation?,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197000_0,Parallel Session - EAST Building,Conspiracy and (Fake) News,Digital Culture and Communication,1324-025 Twin aud,2022-10-21T11:00:00,2022-10-21T12:30:00,Bruns,Axel,"A. Bruns1, D. Angus1, J. Tan1, S. Harrington1, E. Hurcombe1, N. Jude1, P. Matich1, J. Stromer-Galley2, K. Wahl-Jorgensen3, S. Wright4.1Queensland University of Technology, Digital Media Research Centre, Kelvin Grove, Australia.2Syracuse University, School of Information Studies, Syracuse, USA.3Cardiff University, School of Journalism- Media and Culture, Cardiff, United Kingdom.4Monash University, School of Media- Film and Journalism, Melbourne, Australia.","‘Fake News’ on Facebook: A Large-Scale, Longitudinal Study of Problematic Information Dissemination between 2016 and 2021",2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,Saunders,Robert,"","",,
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,Waade,Anne Marit,"R. Saunders1, I. Souch2, A.M. Waade3.1State University of New York, History Politics & Geography, Farmingdale, USA.2University of Amsterdam, Literary and Cultural Analysis and Linguistics, Amsterdam, Netherlands.3Aarhus University, Media Studies, Aarhus N, Denmark.",Greenland on Fire: Thin Ice as Environmental Thriller and Anthropocene Imaginary,2022-10-21T11:00:00,2022-10-21T11:15:00
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,Souch,Irina,"I. Souch1.1University of Amsterdam, Literary and Cultural Analysis and Linguistics, Amsterdam, Netherlands.",When a Real Storm Hits the Shores:  Representing Climate Change in the Television Series The Swell,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,Saunders,Robert,"R. Saunders1.1Farmingdale State College - SUNY, History Politics & Geography, Farmingdale, USA.",Blinding Visions of the Anthropocene: Thinking and Feeling the New Human Epoch While Watching See,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,Kääpä,Pietari,"P. Kääpä1.1University of Warwick, Centre for Cultural and Media Policy Studies, Coventry, United Kingdom.",‘Together for Our Planet’?: Environmental Nordic Teen Media and the Netflix Algorithm,2022-10-21T11:45:00,2022-10-21T12:00:00
session_0000197010_0,Parallel Session - EAST Building,Televisual Landscapes in the Era of Climate Crisis,Television Studies,1325-036,2022-10-21T11:00:00,2022-10-21T12:30:00,McCabe,Janet,"J. McCabe1.1Birkbeck University of London, Film Media & Cultural Studies, London, United Kingdom.","Particles in Time: Nuclear Winter, Co-produced Transcultural Histories in HBO/Sky’s Chernobyl (2019)",2022-10-21T12:00:00,2022-10-21T12:15:00
session_0000197020_0,Parallel Session - EAST Building,"Digitality, virtuality and stigma",Health Communication,1325-120,2022-10-21T11:00:00,2022-10-21T12:30:00,Ducci,Gea,"","",,
session_0000197020_0,Parallel Session - EAST Building,"Digitality, virtuality and stigma",Health Communication,1325-120,2022-10-21T11:00:00,2022-10-21T12:30:00,Ort,Alexander,"A. Ort1, F. Sukalla2.1Universität Luzern, Gesundheitswissenschaften und Medizin, Luzern, Switzerland.2Universität Leipzig, Empirische Kommunikations- und Medienforschung mit dem Schwerpunkt Methodologie und Methoden, Leipzig, Germany.",Risky Research?  Exploring and Avoiding Detrimental Effects of Stigma Scales,2022-10-21T11:15:00,2022-10-21T11:30:00
session_0000197020_0,Parallel Session - EAST Building,"Digitality, virtuality and stigma",Health Communication,1325-120,2022-10-21T11:00:00,2022-10-21T12:30:00,Baptista,Carolina,"C. Baptista1.1FCSH-UNL/ NOVA University, ICNOVA, Lisbon, Portugal.",A web out of nothing: rethinking anorexia’s discourses through virtuality.,2022-10-21T11:30:00,2022-10-21T11:45:00
session_0000197030_0,Parallel Session - EAST Building,The complex relationship between sports and the media. Insights into current European research,Communication and Sport,1325-128,2022-10-21T11:00:00,2022-10-21T12:30:00,Frandsen,Kirsten,"","",,
